1;1;2;795,000;570,000;5,733,300;246,000;27,333,301;29,566,699;38,000,000;-1;120,000;3,650,000;190,000;0;120,000;0
4;1;2;798,000;880,000;5,933,300;739,200;28,666,699;3,333,300;13,800,000;710,000;120,000;0;0;0;2,320,000;4,640,000
1;1;2;800,000;720,000;8,000,000;195,700;17,428,600;4,785,700;11,371,400;450,000;700,000;2,300,000;650,000;140,000;2,120,000;0
2;1;3;835,000;840,000;6,800,000;302,600;45,800,000;4,520,000;11,180,000;320,000;140,000;3,820,000;240,000;0;480,000;100,000
2;1;2;810,000;1,320,000;1,900,000;0;13,000,000;600,000;4,000,000;200,000;390,000;5,540,000;840,000;0;0;0
1;1;2;837,000;1,210,000;1,285,000;0.84;1,500,000;500,000;10,507,001;380,000;2,840,000;240,000;0;0;0;0
2;1;3;731,000;990,000;600,000;139,500;5,875,000;600,000;1,600,000;0.8;1,140,000;170,000;610,000;0;220,000;0
3;1;3;791,000;1,120,000;500,000;138,300;600,000;2,433,300;3,000,000;3,200,000;2,970,000;200,000;200,000;0;270,000;370,000
1;1;3;799,000;1,070,000;400,000;136,800;11,700,000;1,725,000;4,475,000;0.8;7,430,000;170,000;140,000;0;100,000;0
3;1;3;782,000;1,150,000;818,000;148,800;3,900,000;1,600,000;13,950,000;0.4;0;0;190,000;270,000;190,000;170,000
1;1;2;790,000;600,000;6,300,000;105,300;-1;-1;169,000,000;45,000;0;0;0;1,960,000;0;0
3;1;2;802,000;940,000;1,874,000;159,800;624,960,010;45,579,999;69,059,998;200,000;0;0;0;300,000;470,000;250,000
1;1;3;660,000;1,080,000;400,000;118,000;8,000,000;200,000;5,900,000;0.6;6,250,000;0;0;140,000;0;0
3;1;3;679,000;940,000;1,142,000;196,600;4,200,000;300,000;1,500,000;0.6;2,160,000;0;0;650,000;100,000;0
1;1;3;678,000;1,020,000;1,070,400;146,000;4,600,000;300,000;1,371,400;0.7;4,190,000;0;0;0;0;0
1;1;3;780,000;1,080,000;1,456,800;122,800;6,125,000;3,450,000;6,200,000;110,000;3,540,000;0;0;0;190,000;0
2;1;3;830,000;1,270,000;2,700,000;404,000;1,000,000;36,300,000;48,200,000;600,000;0;270,000;610,000;0;340,000;2,280,000
2;1;2;797,000;250,000;3,212,500;103,400;791,250,000;13,262,500;16,462,000;100,000;1,010,000;2,200,000;590,000;220,000;0;0
3;1;3;820,000;1,130,000;600,000;156,000;1,000,000;200,000;500,000;-1;8,300,000;0;0;0;0;0
1;1;3;820,000;1,040,000;357,700;0.788;1,058,300;166,700;208,800;0.8;3,060,000;0;0;0;0;0
3;1;2;810,000;640,000;2,120,000;322,200;4,400,000;5,480,000;15,500,000;6,152,000;1,940,000;1,470,000;170,000;140,000;210,000;0
1;1;2;854,000;1,283,000;2,254,500;400,000;17,050,000;6,800,000;11,606,900;4,160,000;1,920,000;500,000;0;0;240,000;240,000
3;1;2;850,000;780,000;7,100,000;1,102,000;50,000,000;12,100,000;-1;710,000;570,000;0;0;440,000;1,240,000;830,000
2;1;2;770,000;680,000;6,500,000;183,300;78,250,000;7,725,000;34,000,000;900,000;0;510,000;320,000;810,000;0;100,000
3;1;3;840,000;1,050,000;5,060,000;1,049,400;33,400,000;20,910,001;27,666,699;2,072,000;230,000;300,000;0;0;460,000;4,570,000
1;1;3;850,000;1,150,000;5,729,200;1,052,600;31,260,001;26,139,999;29,939,999;2,350,000;0;150,000;0;0;980,000;4,230,000
1;1;3;810,000;1,220,000;6,600,000;408,000;1,000,000;2,600,000;7,000,000;180,000;3,180,000;0;0;0;2,460,000;1,030,000
3;1;1;613,000;1,123,000;887,000;0.62;3,600,000;300,000;1,474,100;210,000;1,190,000;0;0;0;0;0
4;1;2;-1;1,210,000;1,800,000;314,000;1,000,000;2,100,000;4,100,000;480,000;2,040,000;0;0;100,000;2,110,000;1,450,000
1;1;2;720,000;1,040,000;1,800,000;242,000;8,000,000;1,100,000;4,400,000;250,000;720,000;110,000;0;0;150,000;370,000
2;1;2;790,000;860,000;2,765,000;206,300;6,250,000;775,000;3,000,000;-1;5,780,000;0;1,250,000;120,000;480,000;0
3;1;2;780,000;910,000;3,612,400;597,400;16,900,000;1,309,100;7,105,700;330,000;400,000;0;0;260,000;210,000;300,000
1;1;3;780,000;940,000;571,400;0.807;2,214,300;600,000;1,871,400;150,000;4,280,000;0;0;0;0;0
3;1;3;780,000;1,135,000;534,300;136,300;1,975,000;581,800;884,600;190,000;6,620,000;0;0;100,000;0;0
3;1;3;590,000;1,190,000;-1;188,000;500,000;100,000;200,000;-1;7,520,000;0;0;0;0;0
4;1;3;680,000;910,000;-1;0.78;1,000,000;100,000;1,400,000;-1;2,810,000;0;0;190,000;0;0
1;1;2;660,000;880,000;-1;0.95;2,000,000;100,000;700,000;-1;7,480,000;0;0;120,000;0;0
4;1;3;660,000;1,180,000;-1;221,000;1,000,000;100,000;400,000;-1;7,910,000;0;0;0;0;0
4;1;2;690,000;920,000;-1;221,000;1,000,000;200,000;1,300,000;-1;2,510,000;0;0;290,000;220,000;340,000
4;1;3;766,000;1,080,000;400,000;0.997;1,500,000;150,000;733,300;100,000;1,790,000;0;0;170,000;170,000;0
3;1;3;760,000;1,050,000;305,000;100,200;1,333,300;166,700;1,083,300;-1;4,150,000;0;0;0;0;0
3;1;2;780,000;690,000;3,137,500;0.933;213,857,007;15,242,900;31,750,000;1,540,000;3,060,000;410,000;160,000;390,000;0;0
4;2;2;800,000;700,000;3,709,100;223,700;14,636,400;8,409,100;17,277,800;230,000;760,000;1,940,000;1,550,000;320,000;290,000;0
2;2;2;820,000;780,000;3,762,500;145,300;10,571,400;6,671,400;14,339,999;260,000;0;510,000;920,000;750,000;1,050,000;0
3;2;2;820,000;1,070,000;13,466,701;450,400;61,777,802;4,944,400;16,477,800;1,920,000;280,000;2,340,000;170,000;0;1,510,000;1,090,000
1;2;2;800,000;850,000;13,146,899;345,400;79,200,000;6,310,000;28,660,001;820,000;210,000;400,000;330,000;0;800,000;2,930,000
3;2;3;890,000;1,050,000;3,480,000;600,000;12,255,600;4,111,100;14,411,099;2,703,000;320,000;100,000;0;0;510,000;1,780,000
1;2;3;820,000;920,000;3,003,700;518,400;17,480,000;8,660,000;13,080,000;345,000;240,000;1,230,000;0;0;120,000;220,000
1;2;2;780,000;880,000;2,907,800;282,300;26,355,600;2,700,000;9,512,000;1,150,000;3,520,000;690,000;120,000;290,000;1,360,000;100,000
1;2;3;750,000;1,080,000;1,035,700;335,000;12,766,700;2,200,000;3,432,100;120,000;780,000;0;0;190,000;470,000;0
2;2;3;740,000;900,000;1,375,000;526,800;5,875,000;5,625,000;6,400,000;250,000;290,000;0;460,000;170,000;1,060,000;2,760,000
2;2;2;750,000;890,000;5,580,000;440,800;38,900,000;12,740,000;20,620,000;500,000;0;0;0;190,000;1,780,000;5,080,000
2;2;2;780,000;1,040,000;4,900,000;755,700;643,333,008;17,066,701;34,100,000;230,000;0;0;0;870,000;610,000;0
3;2;2;910,000;800,000;10,120,000;430,600;27,375,000;15,287,500;29,031,299;1,070,000;0;100,000;0;0;1,930,000;6,110,000
3;2;3;890,000;800,000;6,020,000;403,300;30,647,101;13,600,000;24,294,099;1,840,000;0;770,000;0;0;1,160,000;5,430,000
1;2;1;850,000;1,074,000;5,629,200;0.694;26,479,999;4,340,000;12,494,200;3,048,000;1,370,000;410,000;0;270,000;800,000;140,000
3;2;3;830,000;860,000;7,500,000;518,000;56,000,000;3,050,000;17,000,000;1,670,000;120,000;150,000;0;0;1,410,000;7,070,000
2;2;3;780,000;630,000;13,666,701;373,400;15,444,400;3,555,600;17,533,299;270,000;290,000;310,000;240,000;1,430,000;5,370,000;330,000
3;2;2;760,000;920,000;6,477,800;616,400;72,000,000;2,177,800;24,250,000;5,420,000;1,120,000;0;0;200,000;6,110,000;510,000
1;2;2;750,000;920,000;6,155,700;703,500;55,833,301;2,450,000;25,733,301;1,950,000;380,000;0;540,000;230,000;1,580,000;950,000
3;2;1;750,000;860,000;5,750,000;736,800;57,700,000;6,730,000;25,444,400;2,200,000;1,420,000;0;0;280,000;1,320,000;2,240,000
2;2;1;770,000;480,000;8,890,900;171,400;66,909,100;3,818,200;20,518,201;280,000;970,000;150,000;2,430,000;170,000;240,000;0
2;2;1;790,000;720,000;5,525,000;223,500;8,937,500;1,750,000;14,150,000;1,700,000;870,000;3,190,000;0;0;340,000;0
2;2;3;806,000;220,000;3,900,000;208,500;77,312,500;9,075,000;16,325,000;2,600,000;270,000;1,210,000;650,000;700,000;170,000;0
3;2;3;850,000;750,000;930,000;155,700;26,000,000;960,000;1,810,000;390,000;1,450,000;120,000;520,000;0;160,000;840,000
3;2;2;820,000;1,040,000;6,330,000;0.389;21,714,301;2,433,300;11,400,000;270,000;1,980,000;100,000;0;0;2,410,000;2,460,000
4;2;2;800,000;480,000;5,876,700;0.308;9,375,000;3,337,500;11,087,500;270,000;760,000;1,510,000;1,370,000;270,000;540,000;0
3;2;3;870,000;1,080,000;111,800;0.534;2,636,400;1,481,800;2,090,000;140,000;4,070,000;0;0;0;0;0
2;2;3;840,000;1,120,000;0.5;0.32;1,000,000;2,160,000;2,760,000;0.6;3,710,000;120,000;0;0;0;0
4;2;1;850,000;830,000;3,658,300;563,200;44,083,301;14,900,000;26,636,401;1,982,700;250,000;320,000;540,000;0;1,270,000;500,000
3;2;1;830,000;880,000;6,476,800;627,200;35,716,699;21,900,000;30,250,000;826,700;350,000;560,000;1,980,000;140,000;950,000;210,000
3;2;2;840,000;1,080,000;4,730,400;777,300;25,890,900;14,509,100;22,304,401;1,336,000;100,000;860,000;150,000;0;690,000;3,980,000
3;2;3;790,000;1,190,000;1,186,200;220,900;12,863,600;4,809,100;6,907,900;275,500;0;0;0;0;3,790,000;1,980,000
3;2;2;913,000;1,200,000;3,049,600;497,100;9,960,000;6,460,000;14,626,500;5,413,000;100,000;2,520,000;100,000;0;240,000;2,090,000
3;2;3;740,000;1,140,000;1,203,100;162,100;17,680,000;3,630,000;5,859,900;3,610,000;410,000;0;150,000;190,000;1,620,000;310,000
1;2;2;830,000;890,000;27,150,000;631,500;37,500,000;16,900,000;31,350,000;280,000;1,650,000;450,000;280,000;170,000;1,650,000;380,000
4;2;2;820,000;1,040,000;4,100,000;516,000;41,000,000;3,800,000;6,100,000;600,000;490,000;1,590,000;150,000;0;340,000;2,570,000
1;2;2;820,000;1,120,000;3,600,000;440,000;3,250,000;10,800,000;15,550,000;300,000;1,240,000;1,390,000;770,000;0;1,310,000;1,160,000
2;2;1;817,000;630,000;3,730,000;0.527;8,200,000;6,200,000;13,310,001;140,000;590,000;4,180,000;1,120,000;0;0;0
3;2;1;833,000;1,060,000;3,615,600;113,700;11,944,400;9,288,900;11,285,500;1,050,000;7,480,000;120,000;0;170,000;0;0
2;2;2;850,000;670,000;4,560,900;441,100;16,000,000;8,836,400;18,036,400;3,283,300;190,000;2,290,000;100,000;120,000;0;0
3;2;2;810,000;910,000;4,726,700;936,700;16,909,100;7,500,000;12,777,800;366,700;190,000;100,000;0;0;2,580,000;3,710,000
4;2;3;820,000;1,190,000;1,225,000;234,800;12,187,500;1,400,000;2,750,000;460,000;210,000;300,000;140,000;0;1,280,000;1,690,000
1;2;3;810,000;940,000;1,100,000;225,100;4,875,000;1,737,500;6,687,500;250,000;2,870,000;0;1,410,000;320,000;640,000;840,000
1;2;1;780,000;790,000;8,700,000;1,213,000;65,250,000;9,325,000;20,900,000;600,000;140,000;1,010,000;240,000;340,000;1,810,000;0
2;2;3;826,000;500,000;4,481,800;0.526;9,727,300;10,545,500;18,163,600;2,060,000;0;1,030,000;1,600,000;790,000;0;0
1;2;3;811,000;660,000;4,985,700;0.993;19,428,000;7,700,000;19,757,100;1,300,000;420,000;2,650,000;1,200,000;390,000;150,000;0
1;2;3;787,000;180,000;4,925,000;0.611;35,712,500;12,825,000;18,512,500;450,000;120,000;880,000;270,000;390,000;0;0
4;2;3;720,000;1,010,000;4,950,000;395,500;5,500,000;1,800,000;13,800,000;4,900,000;240,000;0;360,000;190,000;290,000;460,000
2;2;3;780,000;830,000;5,150,000;209,800;3,020,000;2,460,000;18,439,999;3,130,000;190,000;390,000;630,000;390,000;140,000;0
4;2;2;790,000;1,130,000;8,250,000;628,300;30,000,000;1,233,300;5,333,300;1,370,000;1,230,000;0;0;0;1,000,000;1,280,000
1;2;2;800,000;880,000;17,625,000;0.618;44,000,000;1,625,000;7,925,000;350,000;800,000;1,380,000;1,890,000;220,000;1,310,000;0
4;3;1;770,000;930,000;6,600,000;356,000;31,000,000;3,700,000;-1;1,735,000;1,190,000;2,450,000;0;560,000;270,000;0
3;3;1;810,000;907,000;7,139,000;290,400;176,880,005;2,760,000;12,306,000;4,154,000;580,000;850,000;0;900,000;170,000;0
4;3;1;870,000;540,000;4,800,000;113,900;14,428,600;3,671,400;6,683,300;2,201,700;120,000;1,200,000;0;0;0;0
1;3;1;790,000;530,000;4,800,000;0.513;13,833,299;6,133,300;8,916,700;400,000;0;980,000;910,000;0;0;0
3;3;1;870,000;1,220,000;3,223,000;188,700;23,350,000;1,750,000;6,616,700;3,933,300;1,180,000;700,000;0;120,000;0;0
4;3;1;860,000;650,000;4,300,000;0.668;9,500,000;1,050,000;7,466,700;6,350,000;3,010,000;960,000;0;230,000;0;0
2;3;3;740,000;730,000;1,900,000;439,000;12,000,000;7,485,700;16,628,600;530,000;0;0;1,460,000;0;450,000;170,000
1;3;3;780,000;1,040,000;2,250,000;472,000;17,875,000;11,650,000;20,100,000;270,000;0;0;730,000;120,000;850,000;1,040,000
4;3;1;850,000;980,000;7,025,000;164,400;28,500,000;6,871,400;13,200,000;1,602,800;460,000;460,000;0;170,000;170,000;0
2;3;1;798,000;560,000;4,706,000;308,800;35,700,000;31,139,999;34,229,999;1,853,000;240,000;520,000;380,000;0;430,000;310,000
1;3;1;795,000;720,000;5,728,600;374,600;42,571,399;29,114,301;33,000,000;471,400;0;620,000;170,000;0;1,120,000;170,000
2;3;2;796,000;550,000;13,136,400;331,300;81,090,002;31,145,499;34,981,799;2,047,000;270,000;830,000;150,000;100,000;0;0
3;3;2;803,000;783,000;8,302,300;406,500;122,281,006;24,054,500;26,909,100;680,900;500,000;0;0;410,000;470,000;1,530,000
4;3;2;835,000;275,000;9,773,300;368,100;13,744,400;9,100,000;15,555,600;274,400;0;340,000;180,000;0;670,000;2,520,000
1;3;2;815,000;1,040,000;18,956,700;501,100;16,294,400;13,577,800;21,927,800;285,900;0;1,920,000;340,000;0;120,000;580,000
4;3;3;850,000;1,010,000;300,000;0.851;3,777,800;1,077,800;2,388,900;0.5;3,750,000;360,000;2,020,000;0;340,000;0
4;3;2;850,000;1,140,000;300,000;0.774;1,090,900;372,700;809,100;360,000;3,590,000;1,240,000;0;0;0;0
2;3;2;850,000;850,000;402,500;0.825;2,363,600;558,300;3,109,100;240,000;3,860,000;320,000;1,360,000;0;120,000;0
3;3;2;840,000;1,143,000;496,600;0.969;2,411,100;600,000;1,816,700;213,300;3,470,000;140,000;230,000;0;0;0
2;3;3;820,000;990,000;640,000;0.553;2,142,900;1,200,000;7,628,600;130,000;1,600,000;210,000;260,000;0;2,650,000;1,010,000
3;3;3;800,000;1,098,000;970,000;0.874;6,770,000;2,660,000;5,103,400;220,000;2,670,000;0;0;0;0;490,000
3;3;1;830,000;890,000;4,205,800;592,200;11,672,700;15,058,299;22,072,301;670,000;0;4,540,000;0;0;0;0
2;3;1;870,000;680,000;1,688,900;213,900;3,000,000;3,711,100;8,544,400;2,303,300;220,000;1,200,000;120,000;0;0;0
4;3;2;860,000;1,040,000;1,518,200;250,200;14,090,900;3,190,900;7,770,000;1,531,800;480,000;0;0;0;870,000;2,330,000
1;3;2;800,000;910,000;1,537,500;211,800;4,375,000;4,887,500;8,650,000;812,500;0;0;100,000;0;920,000;770,000
1;3;2;820,000;950,000;1,787,500;236,300;6,375,000;4,400,000;7,700,000;846,300;150,000;2,950,000;2,210,000;540,000;0;150,000
2;3;2;850,000;960,000;1,654,500;384,900;10,327,300;3,427,300;6,340,000;1,468,200;1,880,000;1,710,000;220,000;0;460,000;370,000
2;3;2;804,000;930,000;13,026,300;377,600;13,100,800;9,750,000;15,296,600;615,000;0;870,000;0;140,000;220,000;410,000
3;3;2;795,000;910,000;7,688,600;346,100;9,382,700;6,833,300;14,604,900;395,000;120,000;3,120,000;570,000;0;350,000;350,000
1;1;3;725,000;954,000;-1;0.642;8,500,000;1,460,000;1,945,000;0.46;1,550,000;0;0;230,000;0;0
3;1;3;764,000;1,030,000;3,423,500;294,200;4,143,000;1,700,000;4,156,700;743,000;2,320,000;0;0;0;2,760,000;1,110,000
4;1;3;792,000;850,000;1,086,700;171,500;19,954,000;322,200;2,720,000;190,000;7,420,000;0;0;370,000;0;0
2;1;3;762,000;940,000;1,105,500;151,000;1,356,000;400,000;1,265,000;145,600;1,300,000;860,000;120,000;350,000;120,000;160,000
1;2;3;775,000;1,070,000;1,550,000;397,600;5,764,000;1,050,000;4,316,900;312,000;410,000;0;0;0;920,000;1,010,000
4;1;3;708,000;840,000;945,000;157,200;2,654,000;400,000;1,360,000;0.675;2,970,000;0;0;490,000;0;0
1;1;3;692,000;1,110,000;910,000;0.63;2,100,000;500,000;-1;246,000;3,030,000;190,000;0;0;210,000;140,000
4;1;3;810,000;980,000;1,434,000;0.73;2,250,000;2,300,000;4,550,000;0.85;1,710,000;0;1,960,000;0;0;0
2;1;3;720,000;1,130,000;897,000;0.23;13,450,000;1,300,000;1,900,000;-1;3,390,000;100,000;1,460,000;0;0;0
2;3;2;861,000;1,010,000;351,800;0.663;1,222,000;322,200;700,000;130,000;4,830,000;200,000;0;0;0;0
1;3;2;822,000;950,000;230,000;0.672;987,000;400,000;612,300;0.8;5,040,000;380,000;0;0;0;0
4;3;2;853,000;1,050,000;300,000;0.758;1,035,000;410,000;-1;400,000;5,680,000;500,000;0;0;0;0
1;3;2;840,000;1,000,000;351,000;0.866;2,965,000;580,000;1,500,000;286,000;1,730,000;670,000;1,970,000;0;0;0
4;3;3;810,000;1,090,000;905,600;0.825;4,100,000;2,000,000;5,800,000;-1;1,680,000;1,960,000;400,000;0;0;0
1;2;3;812,000;1,020,000;761,300;0.699;3,356,000;2,803,400;4,965,800;220,000;1,810,000;170,000;200,000;0;170,000;590,000
4;3;1;843,000;1,080,000;3,564,200;622,500;13,400,000;10,350,000;-1;4,537,500;110,000;390,000;210,000;0;390,000;460,000
4;3;1;870,000;1,170,000;2,146,560;376,500;9,145,000;3,800,000;8,300,000;1,700,000;0;470,000;0;0;260,000;260,000
1;3;1;810,000;820,000;2,654,000;280,500;4,275,000;4,850,000;8,812,500;1,398,000;0;1,200,000;170,000;0;270,000;0
3;3;1;835,000;1,110,000;2,256,000;314,000;7,620,000;4,100,000;9,866,500;1,745,600;170,000;700,000;120,000;0;480,000;310,000
